Sector: Diamond & Jewellery,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Zodiac-JRD-MKJ Ltd.,512587,Diamond  &  Jewellery,35.75,1,2024-03,0.31,30.31,2024-03,10.88,-1.37,2024-03,0,0,0.53,1,2023-03,0,1.44,1.62,"512587,"
Shubhlaxmi Jewel Art Ltd.,SHUBHLAXMI,Diamond  &  Jewellery,35.42,1,2024-03,10.55,45.97,2024-03,68.36,1.22,2024-03,29.08,,1.63,1,2023-03,0.64,5.95,9.77,"SHUBHLAXMI,"
SJ Corporation Ltd.,504398,Diamond  &  Jewellery,35,1,2024-03,,35,2024-03,15.55,0.01,2024-03,0,0,3.97,1,2023-03,0.09,4.16,6.36,"504398,"
Sagar Diamonds Ltd.,540715,Diamond  &  Jewellery,33.44,1,2023-09,0.53,33.97,2022-03,6257.44,29.08,2023-03,1.67,0.03,0.3,1,2023-03,0.01,20.06,27.9,"540715,"
Mini Diamonds (India) Ltd.,523373,Diamond  &  Jewellery,30.23,1,2024-03,14.57,44.8,2024-03,245.58,1.5,2024-03,20.05,1.7,3.77,1,2023-03,2.1,9.35,4.89,"523373,"
Deep Diamond India Ltd.,539559,Diamond  &  Jewellery,29.26,1,2024-03,1.66,30.93,2024-03,3.75,0.23,2024-03,70.01,0.52,1.42,1,2023-03,0.26,11.21,14.02,"539559,"
Bhakti Gems & Jewellery Ltd.,540545,Diamond  &  Jewellery,26.74,1,2024-03,1.68,28.42,2024-03,87.82,0.5,2024-03,34.41,1.02,1.14,1,2023-03,0.53,4.88,7.01,"540545,"
Darshan Orna Ltd.,539884,Diamond  &  Jewellery,23.31,1,2024-03,3.69,27,2024-03,20.87,2.68,2024-03,8.73,0.14,1.22,1,2022-03,0,6.28,7.41,"539884,"
UH Zaveri Ltd.,541338,Diamond  &  Jewellery,20.81,1,2023-09,,20.81,2024-03,20.17,0.65,2024-03,32.11,4.78,1.38,1,2023-03,0,5.91,7.83,"541338,"
SM Gold Ltd.,542034,Diamond  &  Jewellery,17.37,1,2024-03,16.93,34.3,2024-03,78.04,1.35,2024-03,14.58,0.34,0.79,1,2023-03,0.83,6.81,7.03,"542034,"
Orosil Smiths India Ltd.,531626,Diamond  &  Jewellery,16.36,1,2024-03,,16.36,2024-03,0.5,-0.41,2024-03,0,,31.66,1,2023-03,0,-31.22,-15.42,"531626,"
Koura Fine Diamond Jewelry Ltd.,544139,Diamond  &  Jewellery,16.21,1,2024-03,0.37,16.57,2024-03,36.98,0.38,2024-03,43.1,,1.89,1,2023-03,0.19,4.98,6.72,"544139,"
Sovereign Diamonds Ltd.,523826,Diamond  &  Jewellery,16.1,1,2024-03,11.53,27.62,2024-03,28.42,1.38,2024-03,11.66,1.06,0.95,1,2023-03,0.82,9.52,11.57,"523826,"
Shukra Bullions Ltd.,531506,Diamond  &  Jewellery,13.69,1,2024-03,,13.57,2024-03,0.59,0.04,2024-03,855.42,,10.9,1,2023-03,0,0.61,1.29,"531506,"
Shoora Designs Ltd.,543970,Diamond  &  Jewellery,7.6,1,2024-03,,7.6,2024-03,4.44,-0.03,2024-03,0,,2.1,1,2023-03,0,14.06,19.25,"543970,"
Shukra Jewellery Ltd.,523790,Diamond  &  Jewellery,7.19,2,2024-03,0.62,7.81,2024-03,4.78,0.06,2024-03,124.03,,0.2,1,2023-03,0.01,0,0.31,"523790,"
Sunraj Diamond Exports Ltd.,523425,Diamond  &  Jewellery,5.7,2,2024-03,16.4,22.1,2024-03,2.54,-0.73,2024-03,0,0,15.88,2,2023-03,15.14,36.6,1.95,"523425,"
Neogem India Ltd.,526195,Diamond  &  Jewellery,2.53,1,2024-03,17.93,20.45,2024-03,0,-0.8,2024-03,0,0,0.44,1,2023-03,2.7,-1.12,-0.3,"526195,"
Laser Diamonds Ltd.,531164,Diamond  &  Jewellery,0.24,1,2023-12,0.35,0.59,2023-12,0,-0.06,2023-12,0,0,1.34,1,2022-03,1.05,-15.91,-10.83,"531164,"
Nibe Ordnance and Maritime Ltd.,512091,Diamond  &  Jewellery,0.17,1,2024-03,,0.17,2024-03,0.03,-0.2,2023-12,0,,0.1,1,2023-03,0,-10.52,-9.75,"512091,"
