Sector: Telecom,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Bondada Engineering Ltd.,543971,Telecom-Infrastructure,6199.79,1,2024-03,60.57,6213.86,2024-03,741.42,40.61,2024-03,152.66,,39.2,2,2023-03,1.07,26.79,22.7,"543971,"
GTL Infrastructure Ltd.,GTLINFRA,Telecom-Infrastructure,5314.91,1,2024-03,3339.51,8241.52,2024-03,1372.01,-681.36,2024-03,0,,-1.04,1,2023-03,-0.81,0,-499.72,"GTLINFRA,"
Avantel Ltd.,532406,Telecommunication - Equipment,4540.63,2,2024-03,11.5,4538.84,2024-03,224.37,52.56,2024-03,87.01,0.72,28.73,2,2024-03,0.07,39.59,48.69,"532406,"
Hathway Cable & Datacom Ltd.,HATHWAY,Telecommunication - Service  Provider,4055.31,2,2024-03,5.78,3872.03,2024-03,1980.97,62.93,2024-03,40.83,1.8,0.95,2,2023-03,0,1.57,2.18,"HATHWAY,"
Vindhya Telelinks Ltd.,VINDHYATEL,Telecom-Infrastructure,3021.79,2,2024-03,476.76,3327.51,2024-03,4086.53,112.13,2024-03,10.69,2.78,0.76,2,2023-03,0.21,5.97,8.6,"VINDHYATEL,"
Mahanagar Telephone Nigam Ltd.,MTNL,Telecommunication - Service  Provider,2564.1,2,2024-03,30027.82,32483.49,2024-03,798.57,-3269.34,2024-03,0,0,-0.11,2,2023-03,-1.35,0,-7.23,"MTNL,"
Suyog Telematics Ltd.,537259,Telecommunication - Equipment,1252.8,1,2024-03,85.54,1338.34,2024-03,166.61,63.31,2024-03,19.79,0.98,4.25,1,2023-03,0.43,23.2,26.15,"537259,"
ADC India Communications Ltd.,523411,Telecommunication - Equipment,998.2,1,2024-03,,953.43,2024-03,178.52,20.69,2024-03,48.25,2.65,14.03,1,2023-03,0,16,21.79,"523411,"
Kore Digital Ltd.,KDL,Telecommunication - Service  Provider,687.15,1,2024-03,0.83,687.98,2024-03,103.51,11.49,2024-03,59.79,,9.65,1,2023-03,0.36,77.97,85.7,"KDL,"
Frog Cellsat Ltd.,FROG,Telecommunication - Equipment,571.5,2,2024-03,4.7,576.21,2024-03,157.73,15.52,2024-03,36.83,,4.33,2,2023-03,0,16.27,21.99,"FROG,"
Reliance Communications Ltd.,RCOM,Telecommunication - Service  Provider,536.51,2,2024-03,47231,47381.51,2024-03,383,-101,2024-03,0,0,-0.01,2,2023-03,-0.63,0,0,"RCOM,"
Valiant Communications Ltd.,526775,Telecommunication - Equipment,528.82,2,2024-03,1.77,510.46,2024-03,46.33,6.2,2024-03,85.22,16.06,10.2,2,2023-03,0.05,5.26,7.11,"526775,"
Sar Televenture Ltd.,SARTELE,Telecommunication - Service  Provider,403.88,1,2024-03,177.87,581.75,2024-03,6.41,1.07,2024-03,378.87,,7.6,2,2023-03,0.38,66.33,48.42,"SARTELE,"
GTL Ltd.,500160,Telecommunication - Service  Provider,230.91,1,2024-03,5757.22,5973.19,2024-03,201.92,210.8,2024-03,1.1,0.11,-0.04,1,2023-03,-0.73,0,0,"500160,"
Quadrant Televentures Ltd.,511116,Telecommunication - Equipment,178.17,1,2024-03,1768.56,1943.39,2024-03,269.46,-113.97,2024-03,0,0,-0.07,1,2023-03,-0.7,0,0,"511116,"
Steelman Telecom Ltd.,543622,Telecommunication - Service  Provider,154.82,1,2024-03,16.85,171.67,2024-03,189.39,7.32,2024-03,21.14,,3.89,2,2023-03,1.34,3.26,5.77,"543622,"
Prabhat Technologies (India) Ltd.,540027,Telecommunication - Equipment,107.06,2,2024-03,3.64,110.28,2024-03,6.56,-0.68,2023-09,0,0,3.6,2,2023-03,1.4,-4.38,-2.31,"540027,"
Maestros Electronics & Telecommunications Systems Ltd.,538401,Telecommunication - Equipment,94.28,1,2024-03,5.35,76.61,2024-03,33.29,4.94,2024-03,19.09,0.28,3.09,1,2023-03,0.19,12.38,16.51,"538401,"
Punjab Communications Ltd.,500346,Telecommunication - Equipment,80.56,1,2024-03,,25.69,2024-03,15.05,10.15,2024-03,7.94,,2.86,1,2023-03,0,-58.96,-58.76,"500346,"
Telogica Ltd.,532975,Telecommunication - Equipment,54,1,2024-03,2.56,56.56,2024-03,17.86,0.84,2024-03,64.52,6.54,-22.02,1,2023-03,-0.86,0,-162.74,"532975,"
Kavveri Telecom Products Ltd.,590041,Telecommunication - Equipment,48.84,2,2024-03,,48.84,2024-03,1.49,-1.32,2024-03,0,0,1.04,2,2023-03,0,99.36,22.82,"590041,"
Uniinfo Telecom Services Ltd.,UNIINFO,Telecommunication - Equipment,41.92,2,2024-03,1.3,43.18,2024-03,49.9,0.54,2024-03,77.34,,1.27,2,2023-03,0.2,1.9,3.13,"UNIINFO,"
Shyam Telecom Ltd.,517411,Telecommunication - Equipment,16.91,1,2024-03,0,16.77,2024-03,0,-3.12,2024-03,0,,-0.65,1,2024-03,0,0,0,"517411,"
Accord Synergy Ltd.,ACCORD,Telecommunication - Service  Provider,10.16,1,2024-03,,10.16,2024-03,31.88,0.39,2024-03,25.84,,0.7,1,2023-03,0,2.09,1.9,"ACCORD,"
Cistro Telelink Ltd.,531775,Telecommunication - Equipment,3.29,1,2024-03,,3.29,2024-03,0.24,-1.43,2024-03,0,0,1.32,1,2023-03,0.02,-0.75,-0.73,"531775,"
City Online Services Ltd.,538674,Telecommunication - Service  Provider,3.25,1,2024-03,1.32,3.04,2024-03,10.14,-0.21,2024-03,0,0,-8.9,1,2023-03,-9.37,0,57.43,"538674,"
