Sector: Electricals,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Hindusthan Urban Infrastructure Ltd.,539984,Electronics - Components,382.36,2,2024-03,361.86,734.15,2024-03,528.26,-35.79,2024-03,0,,1.07,2,2023-03,0.87,-16.66,-5.41,"539984,"
Cords Cable Industries Ltd.,CORDSCABLE,Cable,299.92,1,2024-03,77.47,353.11,2024-03,627.74,10.07,2024-03,29.78,10.32,1.8,1,2023-03,0.52,4.64,13.68,"CORDSCABLE,"
Vintron Informatics Ltd.,517393,Electronics - Components,299.55,1,2024-03,10.42,309.98,2024-03,174.12,16.65,2024-03,18,1.44,21.29,1,2023-03,-0.84,0,0,"517393,"
DCG Cables & Wires Ltd.,DCG,Cable,289.49,1,2024-03,25.47,314.96,2024-03,101.1,8.85,2024-03,32.7,,4.43,1,2023-03,1.18,17.41,14.53,"DCG,"
CWD Ltd.,543378,Electronics - Components,263.63,1,2024-03,11.51,275.14,2024-03,21.26,1.13,2024-03,232.69,,12.65,2,2023-03,0.22,10.36,13.9,"543378,"
Cosmo Ferrites Ltd.,523100,Electronics - Components,209.56,1,2024-03,68.17,271.13,2024-03,97.76,-1.98,2024-03,0,0,6.92,1,2023-03,2.27,7.78,9.45,"523100,"
Edvenswa Enterprises Ltd.,517170,Electronics - Components,208.64,2,2024-03,0.68,209.32,2024-03,84.29,7.38,2024-03,28.28,,3.24,2,2023-03,0,18.88,20.8,"517170,"
Surana Solar Ltd.,SURANASOL,Electronics - Components,196.19,1,2024-03,0,195.83,2024-03,17.71,-1.26,2024-03,0,,3.49,1,2024-03,0,-2.22,-1.46,"SURANASOL,"
Electro Force (India) Ltd.,EFORCE,Electronics - Components,181.12,1,2024-03,,181.12,2024-03,36.44,5.75,2024-03,31.49,,2.58,1,2023-03,0,55.7,57.01,"EFORCE,"
Aksh Optifibre Ltd.,AKSHOPTFBR,Cable,137.48,2,2024-03,85.41,202.09,2024-03,221.04,-71.31,2024-03,0,,33.09,2,2023-03,2.11,-15.17,4.47,"AKSHOPTFBR,"
Ultracab (India) Ltd.,538706,Cable,135.98,1,2024-03,50.8,186.78,2024-03,124.06,5.98,2024-03,22.74,0.45,3.58,1,2023-03,1.1,20.01,17.6,"538706,"
Pulz Electronics Ltd.,PULZ,Electronics - Components,125.83,1,2024-03,0.08,125.91,2024-03,31.47,6.19,2024-03,20.33,0.62,6.64,2,2023-03,0.01,38.33,52.37,"PULZ,"
Relicab Cable Manufacturing Ltd.,539760,Cable,108.01,1,2024-03,10.93,118.94,2024-03,38.02,1.54,2024-03,70.05,2.94,9.08,1,2023-03,0.97,14.7,17.14,"539760,"
Marco Cables & Conductors Ltd.,MARCO,Cable,104.62,1,2024-03,40.01,144.63,2024-03,71.65,3.04,2024-03,34.45,0.52,2.35,1,2023-03,2.41,22.41,18.71,"MARCO,"
BCC Fuba India Ltd.,517246,Electronics - Components,100.86,1,2024-03,8.9,109.13,2024-03,32.26,3.76,2024-03,26.85,0.65,5.18,1,2023-03,0.44,15.82,13.37,"517246,"
Gujarat Poly Electronics Ltd.,517288,Electronics - Components,87.21,1,2024-03,9.82,94.93,2024-03,16.92,2.16,2024-03,40.41,0.79,9.5,1,2023-03,0,116.3,116.65,"517288,"
Containe Technologies Ltd.,543606,Electronics - Components,56.41,1,2024-03,6.89,63.3,2024-03,10.01,1.07,2024-03,52.72,,6.67,1,2023-03,0.51,5.3,9.29,"543606,"
Cybele Industries Ltd.,531472,Cable,48.74,1,2024-03,18.71,67.45,2024-03,35.48,-0.07,2024-03,0,0,1.68,1,2023-03,0.58,1.17,3.55,"531472,"
Ultra Wiring Connectivity Systems Ltd.,UWCSL,Electronics - Components,48.08,1,2024-03,5.78,53.86,2024-03,41.91,1.95,2024-03,24.68,1.84,2.5,1,2023-03,0.3,13.77,17.06,"UWCSL,"
Tamilnadu Telecommunications Ltd.,523419,Cable,45.73,1,2024-03,32.52,77.81,2024-03,0,-14.62,2024-03,0,0,-0.28,1,2023-03,-0.21,0,0,"523419,"
Fine-Line Circuits Ltd.,517264,Electronics - Components,42.73,1,2024-03,6.03,48.77,2024-03,24.28,0.11,2024-03,395.66,,5.01,1,2023-03,0.74,0.85,4.63,"517264,"
Jigar Cables Ltd.,540651,Cable,38.75,1,2024-03,4.28,43.04,2024-03,41.53,1.02,2024-03,38.18,1.91,2.36,2,2023-03,0.36,6.78,9.01,"540651,"
Incap Ltd.,517370,Electronics - Components,30.7,1,2024-03,2.75,33.45,2024-03,19.36,0.67,2024-03,45.88,,1.94,1,2023-03,0.07,4.17,6.31,"517370,"
Pan Electronics (India) Ltd.,517397,Electronics - Components,25.08,1,2024-03,33.52,58.36,2024-03,3.18,-5.13,2024-03,0,,-0.93,1,2023-03,-1.37,0,-50.57,"517397,"
Switching Technologies Gunther Ltd.,517201,Electronics - Components,20.95,1,2024-03,,20.95,2024-03,8.68,-3.19,2024-03,0,,-3.79,1,2023-03,-0.42,0,0,"517201,"
Richa Info Systems Ltd.,RICHA,Electronics - Components,15.8,1,2024-03,8.39,24.19,2024-03,39.13,0.71,2024-03,22.31,,1.18,1,2023-03,1.22,6.32,10.03,"RICHA,"
Continental Controls Ltd.,531460,Electronics - Components,7.87,1,2024-03,,6.52,2024-03,0,-0.31,2024-03,0,,3.82,1,2023-03,1.15,-53.55,-19.25,"531460,"
CMI Ltd.,CMICABLES,Cable,6.99,1,2023-09,381,387.06,2023-09,24.02,-95.5,2023-09,0,,-0.05,1,2023-03,-3,0,-36.14,"CMICABLES,"
SGN Telecoms Ltd.,531812,Cable,6.55,1,2024-03,,6.55,2024-03,0,-0.62,2024-03,0,0,12.86,1,2023-03,0,-12.91,-12.25,"531812,"
Magnus Retail Ltd.,517320,Cable,2.19,1,2024-03,1.6,3.79,2024-03,0.66,-0.48,2024-03,0,,-1.25,1,2023-03,-1.01,0,-1495.51,"517320,"
Linaks Microelectronics Ltd.,517463,Electronics - Components,2.18,1,2024-03,,2.18,2024-03,0.04,-0.14,2024-03,0,0,-0.09,1,2023-03,0,0,0,"517463,"
