Sector: Media & Entertainment,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Dish TV India Ltd.,DISHTV,TV Broadcasting & Software Production,2874.2,2,2024-03,0.08,2703.53,2024-03,1856.53,-1966.57,2024-03,0,0,-1.04,2,2023-03,-0.09,-2426.9,-608.06,"DISHTV,"
Den Networks Ltd.,DEN,TV Broadcasting & Software Production,2655.27,2,2024-03,,1368.27,2024-03,1080.75,214.46,2024-03,12.37,0.22,0.78,2,2023-03,0,7.67,4.7,"DEN,"
Media Matrix Worldwide Ltd,512267,"Film Production, Distribution & Entertainment",2040.07,2,2024-03,,2034.99,2024-03,1415.3,7.04,2024-03,407.12,21.42,7.05,2,2023-03,0.77,1.34,4.37,"512267,"
Jagran Prakashan Ltd.,JAGRAN,Printing And Publishing,2004.6,2,2024-03,179.1,1964.38,2024-03,1933.91,164.46,2024-03,10.91,,1.04,2,2023-03,0.21,10.13,12.88,"JAGRAN,"
GTPL Hathway Ltd.,GTPL,TV Broadcasting & Software Production,1988.91,2,2024-03,228.38,2068.5,2024-03,3212.5,112,2024-03,18.59,1.22,1.71,2,2023-03,0.13,11.69,14.95,"GTPL,"
Vashu Bhagnani Industries Ltd.,532011,"Film Production, Distribution & Entertainment",1574.73,2,2024-03,24.22,1598.95,2024-03,58.07,8.09,2024-03,194.68,,11.27,2,2023-03,0.29,7.04,7.03,"532011,"
Signpost India Ltd.,SIGNPOST,Advertising & Media,1510.23,2,2024-03,151.46,1623.86,2024-03,387.44,44.06,2024-03,34.24,,7.98,2,2023-03,0.65,28.22,31.21,"SIGNPOST,"
New Delhi Television Ltd.,NDTV,TV Broadcasting & Software Production,1432.23,2,2024-03,30.61,1435.17,2024-03,370.01,-21.58,2024-03,0,,5.55,2,2024-03,0.12,-7.96,-5.41,"NDTV,"
TV Today Network Ltd.,TVTODAY,TV Broadcasting & Software Production,1409.67,2,2024-03,,1159.97,2024-03,952.09,56.38,2024-03,25,,1.63,2,2023-03,0,8.89,12.46,"TVTODAY,"
Basilic Fly Studio Ltd.,BASILIC,"Film Production, Distribution & Entertainment",1313.29,1,2024-03,2.42,1315.72,2024-03,100.3,36.2,2024-03,36.28,,13.69,2,2023-03,0.13,156.7,173.94,"BASILIC,"
Panorama Studios International Ltd.,539469,"Film Production, Distribution & Entertainment",1255.7,2,2024-03,32.63,1268.97,2024-03,439.6,38.22,2024-03,32.93,,8.22,2,2023-03,0.7,83.16,56.7,"539469,"
The Sandesh Ltd.,SANDESH,Printing And Publishing,1252.21,2,2024-03,,1187.21,2024-03,322.08,188.58,2024-03,6.64,1.75,0.99,2,2023-03,0,10.11,13.33,"SANDESH,"
Entertainment Network (India) Ltd.,ENIL,TV Broadcasting & Software Production,1210.83,2,2024-03,,1130.34,2024-03,511.48,37.67,2024-03,37.28,,1.57,2,2023-03,0,-0.89,0.72,"ENIL,"
Zee Media Corporation Ltd.,ZEEMEDIA,TV Broadcasting & Software Production,950.65,2,2024-03,135.23,1076.18,2024-03,638.29,-98.71,2024-03,0,,3.29,2,2023-03,0.57,-18.08,-6.88,"ZEEMEDIA,"
Repro India Ltd.,REPRO,Printing And Publishing,900.16,2,2024-03,29.05,921.51,2024-03,479.46,12.1,2024-03,74.39,,2.32,2,2023-03,0.24,3.29,5.73,"REPRO,"
S Chand And Company Ltd.,SCHAND,Printing And Publishing,846.27,2,2024-03,108.24,827.25,2024-03,662.58,51.15,2024-03,14.94,,0.9,2,2023-03,0.14,6.69,9.78,"SCHAND,"
Hindustan Media Ventures Ltd.,HMVL,Printing And Publishing,766.85,2,2024-03,55.09,760.78,2024-03,704.09,9.42,2024-03,77.07,,0.52,2,2023-03,0.04,-2.64,-2.46,"HMVL,"
Balaji Telefilms Ltd.,BALAJITELE,"Film Production, Distribution & Entertainment",716.19,2,2024-03,76.42,753.73,2024-03,625.13,19.38,2024-03,36.19,,1.66,2,2023-03,0.25,-9.18,-3.22,"BALAJITELE,"
Sri Adhikari Brothers Television Network Ltd.,530943,"Film Production, Distribution & Entertainment",687.74,2,2024-03,1.3,689.04,2024-03,2.76,-21.35,2024-03,0,0,-5.27,2,2023-03,-1.82,0,-23.07,"530943,"
Bright Outdoor Media Ltd.,543831,Advertising & Media,657.31,1,2024-03,13.27,670.58,2024-03,106.68,16.04,2024-03,40.98,,4.5,1,2023-03,0.35,10.89,12.2,"543831,"
HT Media Ltd.,HTMEDIA,Printing And Publishing,643.55,2,2024-03,741.41,1258.6,2024-03,1694.72,-91.91,2024-03,0,,0.38,2,2023-03,0.39,-13.1,-4.4,"HTMEDIA,"
Phantom Digital Effects Ltd.,PHANTOMFX,TV Broadcasting & Software Production,617.17,1,2024-03,20.41,637.59,2024-03,89.33,24.12,2024-03,25.59,,4.47,1,2023-03,0.16,65.48,75.12,"PHANTOMFX,"
Music Broadcast Ltd.,RADIOCITY,TV Broadcasting & Software Production,557.25,1,2024-03,91.6,614.13,2024-03,228.54,6.85,2024-03,81.41,,3.07,1,2023-03,0.16,0.61,1.65,"RADIOCITY,"
UFO Moviez India Ltd.,UFO,"Film Production, Distribution & Entertainment",524.72,2,2024-03,52.17,476.76,2024-03,408.24,12.33,2024-03,32.07,,1.83,2,2023-03,0.3,-4.9,-0.94,"UFO,"
Raj Television Network Ltd.,RAJTV,TV Broadcasting & Software Production,488.5,1,2024-03,19.27,507.78,2024-03,106.46,0.81,2024-03,605.33,26.27,4.87,1,2023-03,0.25,1.14,4.01,"RAJTV,"
Cineline India Ltd.,CINELINE,"Film Production, Distribution & Entertainment",459.17,2,2024-03,229.43,676.22,2024-03,247.87,-4.54,2024-03,0,,3.07,2,2023-03,2.08,-19.64,1.46,"CINELINE,"
Shemaroo Entertainment Ltd.,SHEMAROO,"Film Production, Distribution & Entertainment",429.46,2,2024-03,331.8,761.02,2024-03,707.2,-39.92,2024-03,0,,0.78,2,2023-03,0.54,1.63,5.2,"SHEMAROO,"
Madhuveer Com 18 Network Ltd.,531910,"Film Production, Distribution & Entertainment",366.48,2,2024-03,6.57,373.05,2024-03,4.85,2.34,2024-03,156.81,,11.01,2,2023-03,0,0.16,0.27,"531910,"
DJ Mediaprint & Logistics Ltd.,543193,Printing And Publishing,358.56,1,2024-03,15.46,373.58,2024-03,57.04,5.04,2024-03,71.15,1.88,10.82,1,2024-03,0.46,16.22,19.8,"543193,"
Crayons Advertising Ltd.,CRAYONS,Advertising & Media,327.36,1,2024-03,4.87,332.23,2024-03,201.55,16.9,2024-03,19.37,0.14,3.15,1,2023-03,0.21,36.44,41.95,"CRAYONS,"
NDL Ventures Ltd.,NDLVENTURE,TV Broadcasting & Software Production,325.77,1,2024-03,,325.77,2024-03,0,1.62,2024-03,201.59,,5.19,1,2023-03,0,0.1,0.04,"NDLVENTURE,"
E Factor Experiences Ltd.,EFACTOR,TV Broadcasting & Software Production,325.76,1,2024-03,0.75,326.51,2024-03,142.13,14.95,2024-03,21.79,,23.23,2,2023-03,0.83,104.94,77.5,"EFACTOR,"
Digikore Studios Ltd.,DIGIKORE,"Film Production, Distribution & Entertainment",318.82,1,2024-03,8.72,327.54,2024-03,44.96,9.54,2024-03,33.41,,7.1,2,2023-03,1.12,111.81,72.13,"DIGIKORE,"
Maagh Advertising And Marketing Services Ltd.,543624,Advertising & Media,292.29,1,2024-03,,292.29,2024-03,25.36,1.29,2024-03,227.11,,3.54,2,2023-03,0,6.03,8.4,"543624,"
Channel Nine Entertainment Ltd.,535142,"Film Production, Distribution & Entertainment",242.44,1,2023-03,0.01,242.45,2023-03,0,0.18,2023-03,0,,7.86,1,2021-03,0,-0.08,-0.48,"535142,"
Maxposure Ltd.,MAXPOSURE,Advertising & Media,241.62,1,2024-03,1.48,243.1,2024-03,42.81,7.71,2024-03,31.33,,3.74,1,2023-03,0.11,15.28,21.33,"MAXPOSURE,"
Diksat Transworld Ltd.,540151,TV Broadcasting & Software Production,241.3,1,2024-03,5.51,246.81,2024-03,18.92,1.06,2024-03,228.72,,10.04,2,2023-03,0.37,8.69,6.21,"540151,"
Tips Films Ltd.,TIPSFILMS,"Film Production, Distribution & Entertainment",231.3,1,2024-03,,221.93,2024-03,77.64,1.09,2024-03,212.59,0.36,2.55,1,2023-03,0.19,31.35,38.04,"TIPSFILMS,"
Digicontent Ltd.,DGCONTENT,Printing And Publishing,218.2,2,2024-03,88.5,306.7,2024-03,414.56,5.77,2024-03,38.01,,-1344.09,2,2023-03,-12.61,0,4.59,"DGCONTENT,"
Galaxy Cloud Kitchens Ltd.,506186,"Film Production, Distribution & Entertainment",196.6,1,2024-03,17.37,213.97,2024-03,8.6,-11.26,2024-03,0,0,-10.54,1,2023-03,-1.01,0,-456.66,"506186,"
Eros International Media Ltd.,EROSMEDIA,"Film Production, Distribution & Entertainment",189.43,1,2023-09,174.88,364.31,2023-12,429.37,-152.71,2023-12,0,,-3.77,2,2023-03,0.18,-11.53,-3.68,"EROSMEDIA,"
B.A.G. Films and Media Ltd.,BAGFILMS,"Film Production, Distribution & Entertainment",181.69,2,2024-03,,181.69,2024-03,131.86,8.11,2024-03,45.62,11.09,1.2,2,2023-03,0.89,-1.08,2.97,"BAGFILMS,"
Bodhi Tree Multimedia Ltd.,543767,TV Broadcasting & Software Production,180.07,2,2024-03,5.03,185.1,2024-03,64,3.58,2024-03,53.09,,6.61,2,2023-03,0.2,19.17,23.32,"543767,"
Baweja Studios Ltd.,BAWEJA,"Film Production, Distribution & Entertainment",156.63,1,2024-03,3.59,160.22,2024-03,64.3,8.22,2024-03,19.05,,1.35,1,2023-03,0.07,58.8,71.71,"BAWEJA,"
Mukta Arts Ltd.,MUKTAARTS,"Film Production, Distribution & Entertainment",155.91,2,2024-03,72.27,217.13,2024-03,194.55,-6.79,2024-03,0,,-5.69,2,2023-03,-3.47,0,-5.36,"MUKTAARTS,"
Cinerad Communications Ltd.,530457,"Film Production, Distribution & Entertainment",141.36,1,2024-03,,141.36,2024-03,0,-0.25,2024-03,0,0,9.52,1,2023-03,0,-8.54,-8.16,"530457,"
Cinevista Ltd.,CINEVISTA,"Film Production, Distribution & Entertainment",103.9,2,2024-03,15.95,118.14,2024-03,0.44,-7.5,2024-03,0,,-8.66,2,2023-03,-5.56,-294.94,-73,"CINEVISTA,"
Pritish Nandy Communications Ltd.,PNC,"Film Production, Distribution & Entertainment",95.84,2,2024-03,1.13,93.1,2024-03,57.72,2.42,2024-03,39.65,,1.29,2,2023-03,0.02,-5.28,-5,"PNC,"
Sambhaav Media Ltd.,SAMBHAAV,Printing And Publishing,94.03,2,2024-03,7.58,100.92,2024-03,39.96,1.48,2024-03,155.93,,1.13,2,2023-03,0.13,-1.48,2.49,"SAMBHAAV,"
GV Films Ltd.,523277,"Film Production, Distribution & Entertainment",82.32,2,2024-03,15.54,97.86,2024-03,0.58,-0.43,2024-03,0,0,4.02,2,2023-03,0.74,-4.8,-0.35,"523277,"
Thinkink Picturez Ltd.,539310,"Film Production, Distribution & Entertainment",80.11,1,2024-03,0.66,80.78,2024-03,9.79,2.51,2024-03,31.91,0.59,0.79,1,2023-03,0.01,12.59,10.69,"539310,"
City Pulse Multiplex Ltd.,542727,"Film Production, Distribution & Entertainment",75.65,1,2024-03,2.47,78.12,2024-03,1.15,0.15,2024-03,514.63,,13.57,1,2023-03,0.43,-14.93,-10.6,"542727,"
Landmarc Leisure Corporation Ltd.,532275,TV Broadcasting & Software Production,75.2,1,2024-03,12.32,87.52,2024-03,0.5,-0.75,2024-03,0,,2.98,1,2023-03,0.45,-12.62,-9.09,"532275,"
Shalimar Productions Ltd.,512499,"Film Production, Distribution & Entertainment",73.82,1,2024-03,0.85,74.47,2024-03,2.09,0.1,2024-03,0,0,0.72,1,2023-03,0,0.07,0.1,"512499,"
Baba Arts Ltd.,532380,"Film Production, Distribution & Entertainment",70.4,1,2024-03,,52.85,2024-03,11.46,1.97,2024-03,35.65,,2.73,1,2023-03,0,4.47,5.86,"532380,"
Mediaone Global Entertainment Ltd.,503685,"Film Production, Distribution & Entertainment",67.48,1,2024-03,34.63,102.11,2024-03,19.82,3.74,2024-03,18.02,0.9,-1.94,1,2023-03,-0.85,0,0,"503685,"
Vels Film International Ltd.,VELS,"Film Production, Distribution & Entertainment",67.25,1,2024-03,72.29,139.54,2024-03,10.75,-13.43,2024-03,0,,1.11,2,2023-03,2.02,1.44,6.23,"VELS,"
Diligent Media Corporation Ltd.,DNAMEDIA,Printing And Publishing,62.5,1,2024-03,436.27,498.77,2024-03,9.7,136.82,2024-03,0.46,0.04,-0.25,1,2023-03,-1.11,0,0,"DNAMEDIA,"
Siti Networks Ltd.,SITINET,TV Broadcasting & Software Production,60.17,1,2023-09,759.68,819.85,2023-12,449.72,-320.83,2023-12,0,,-0.05,2,2023-03,-1.18,0,-63.6,"SITINET,"
Inland Printers Ltd.,530787,Printing And Publishing,60.04,1,2024-03,1.01,61.05,2024-03,0,-0.48,2024-03,0,,32.48,1,2023-03,0.25,-9.04,-6.89,"530787,"
Cyber Media Research & Services Ltd.,CMRSL,Printing And Publishing,55.63,2,2024-03,8.6,64.24,2024-03,87.33,3.58,2024-03,15.51,0.56,3.58,2,2023-03,0.54,25.97,25.29,"CMRSL,"
Innokaiz India Ltd.,543905,Advertising & Media,53.16,1,2024-03,18.69,71.86,2024-03,77.63,2.1,2024-03,25.3,,1.19,1,2022-03,0.07,54.71,69.18,"543905,"
Inspire Films Ltd.,INSPIRE,TV Broadcasting & Software Production,45.59,1,2024-03,6.65,52.24,2024-03,30.37,2.57,2024-03,17.75,,1.03,1,2023-03,0.69,38.24,38.08,"INSPIRE,"
DSJ Keep Learning Ltd.,526677,Printing And Publishing,45.16,1,2024-03,3,48.14,2024-03,6.32,0.32,2024-03,140.24,6.77,5.8,1,2023-03,19.24,0,22.61,"526677,"
Next Mediaworks Ltd.,NEXTMEDIA,Printing And Publishing,44.89,2,2024-03,196.16,233.27,2024-03,38.37,-38.72,2024-03,0,,-0.43,2,2023-03,-2.13,0,-7.05,"NEXTMEDIA,"
Picturehouse Media Ltd.,532355,"Film Production, Distribution & Entertainment",40.49,2,2024-03,250.43,290.92,2024-03,0.49,-0.65,2024-03,0,0,-0.56,2,2023-03,-1.2,0,0,"532355,"
Sadhna Broadcast Ltd.,540821,TV Broadcasting & Software Production,39.81,1,2024-03,2.49,42.29,2024-03,15.41,0.48,2024-03,118.82,,2.65,1,2023-03,0.23,-0.82,1.32,"540821,"
Colorchips New Media Ltd.,540023,TV Broadcasting & Software Production,39.72,1,2024-03,,39.72,2024-03,0.35,-0.75,2024-03,0,,6.72,2,2023-03,0,-1.62,-0.03,"540023,"
Veritaas Advertising Ltd.,VERITAAS,Advertising & Media,38.68,1,2024-03,2.17,40.84,2024-03,10.35,1.7,2024-03,22.78,,3.11,1,2023-03,1.5,64.87,47.06,"VERITAAS,"
Infomedia Press Ltd.,INFOMEDIA,Printing And Publishing,38.55,1,2024-03,36.81,74.77,2024-03,0,-2.81,2024-03,0,0,-0.72,1,2023-03,-0.7,0,0,"INFOMEDIA,"
JMD Ventures Ltd.,511092,"Film Production, Distribution & Entertainment",37.03,1,2024-03,,36.94,2024-03,6.53,2.1,2024-03,17.67,0.59,1,1,2023-03,0,7.41,8.85,"511092,"
Cyber Media (India) Ltd.,CYBERMEDIA,Printing And Publishing,36.93,2,2024-03,10.4,42.93,2024-03,101.8,3.4,2024-03,10.85,4.38,-30.84,2,2023-03,-2.26,0,154.16,"CYBERMEDIA,"
Orient Tradelink Ltd.,531512,"Film Production, Distribution & Entertainment",30,1,2024-03,3.3,33.3,2024-03,9.07,-0.22,2024-03,169.49,8.84,1.19,1,2023-03,0.27,7.92,8.65,"531512,"
VR Films & Studios Ltd.,542654,"Film Production, Distribution & Entertainment",28.53,1,2024-03,8.3,32.9,2024-03,12.4,-0.61,2024-03,0,,2.47,1,2023-03,0.7,6.94,8.7,"542654,"
TV Vision Ltd.,540083,TV Broadcasting & Software Production,27.9,2,2024-03,6.07,33.97,2024-03,58.36,-23.73,2024-03,0,0,-0.24,2,2023-03,-1.12,0,-78.73,"540083,"
Interworld Digital Ltd.,532072,"Film Production, Distribution & Entertainment",26.31,1,2024-03,1.4,27.71,2024-03,0.06,-0.2,2024-03,0,0,0.31,1,2023-03,0.01,-0.22,-0.22,"532072,"
Sungold Media And Entertainment Ltd.,541799,"Film Production, Distribution & Entertainment",24.31,1,2024-03,,24.31,2024-03,0.84,0.03,2024-03,935,,2.1,1,2023-03,0,0.2,0.26,"541799,"
Antarctica Ltd.,ANTGRAPHIC,Printing And Publishing,23.56,1,2024-03,2.84,26.1,2024-03,0.84,-0.43,2024-03,0,,0.41,1,2022-03,0.23,0.12,0.09,"ANTGRAPHIC,"
WinPro Industries Ltd.,531337,"Film Production, Distribution & Entertainment",21.49,1,2024-03,0.34,21.83,2024-03,0,-0.28,2024-03,0,,1.1,1,2023-03,0.02,-1.02,-0.61,"531337,"
Brandbucket Media & Technology Ltd.,543439,TV Broadcasting & Software Production,20.92,1,2024-03,,20.92,2024-03,31.33,0.69,2024-03,30.36,,0.26,1,2023-03,0,1.2,1.58,"543439,"
Silly Monks Entertainment Ltd.,SILLYMONKS,"Film Production, Distribution & Entertainment",17.49,2,2024-03,,17.49,2024-03,22.19,0.13,2024-03,0,,2.37,2,2023-03,0,-48.27,-57.2,"SILLYMONKS,"
Hathway Bhawani Cabletel & Datacom Ltd.,509073,TV Broadcasting & Software Production,16.61,2,2024-03,,16.61,2024-03,2.68,0.04,2024-03,0,0,9.09,2,2023-03,0,9.98,15.06,"509073,"
Madhya Pradesh Today Media Ltd.,MPTODAY,Printing And Publishing,15.92,1,2024-03,1.92,17.84,2024-03,21.56,2.53,2024-03,6.3,,0.38,1,2023-03,0.1,6.48,9.66,"MPTODAY,"
Unistar Multimedia Ltd.,532035,"Film Production, Distribution & Entertainment",15.85,1,2023-09,1.18,17.03,2023-12,39.92,2.98,2023-12,5.32,0.07,0.16,1,2022-03,0,10.37,11.84,"532035,"
DAPS Advertising Ltd.,543651,Advertising & Media,15.52,1,2024-03,0.18,15.7,2024-03,20.36,1.09,2024-03,14.28,0.89,1.05,1,2023-03,0.02,17.12,22.77,"543651,"
Creative Eye Ltd.,532392,TV Broadcasting & Software Production,13.38,1,2024-03,6.38,10.23,2024-03,0.47,-2.59,2024-03,0,0,0.65,1,2023-03,0.25,-1.63,1.14,"532392,"
Sharpline Broadcast Ltd.,543341,TV Broadcasting & Software Production,12.25,1,2024-03,10.28,22.52,2024-03,31.49,1.54,2024-03,7.96,,0.58,1,2023-03,1.65,-3.42,1.34,"543341,"
Sea TV Network Ltd.,533268,TV Broadcasting & Software Production,12.24,2,2024-03,25.68,37.91,2024-03,11.94,30.41,2024-03,0.4,0.03,-0.31,2,2023-03,-0.95,0,0,"533268,"
Radaan Mediaworks India Ltd.,RADAAN,"Film Production, Distribution & Entertainment",12.08,2,2024-03,33.89,45.97,2024-03,21.33,-0.45,2024-03,0,,-0.98,2,2023-03,-2.88,0,3.42,"RADAAN,"
Encash Entertainment Ltd.,538684,"Film Production, Distribution & Entertainment",11.3,1,2024-03,,11.3,2024-03,0.17,-0.34,2023-03,0,,1.28,1,2023-03,0,-2.22,-2.18,"538684,"
Vision Cinemas Ltd.,526441,"Film Production, Distribution & Entertainment",11.26,1,2024-03,,11.26,2024-03,1.58,0.02,2024-03,625.62,27.79,0.77,2,2023-03,0.08,5.88,1.5,"526441,"
Shakti Press Ltd.,526841,Printing And Publishing,11.22,1,2024-03,11.81,23.03,2024-03,11.58,0.48,2024-03,23.48,1.2,0.56,1,2022-03,0.69,3.93,4.21,"526841,"
Raconteur Global Resources Ltd.,541703,"Film Production, Distribution & Entertainment",11.21,1,2024-03,0.01,11.22,2024-03,0,1.12,2024-03,10.05,,0.65,1,2023-03,0.2,-19.74,-14.59,"541703,"
BGIL Films & Technologies Ltd.,511664,"Film Production, Distribution & Entertainment",10.78,1,2024-03,1.21,11.99,2024-03,0,-0.66,2024-03,0,,0.56,1,2023-03,0.02,-2.24,-2.96,"511664,"
Net Pix Shorts Digital Media Ltd.,543247,"Film Production, Distribution & Entertainment",10.56,1,2024-03,2.04,12.6,2024-03,0.52,0.04,2024-03,277.9,,1.8,1,2023-03,0.09,-0.6,-1.07,"543247,"
Esha Media Research Ltd.,531259,TV Broadcasting & Software Production,10.04,1,2024-03,7.82,17.85,2024-03,0.14,-0.09,2024-03,0,0,-1.38,1,2023-03,-1.08,0,-28.95,"531259,"
SAB Events & Governance Now Media Ltd.,SABEVENTS,Printing And Publishing,9.93,1,2024-03,1.98,11.91,2024-03,1.77,-1.09,2024-03,0,0,-7.92,1,2023-03,-50.56,-297.2,-12.81,"SABEVENTS,"
Nouveau Global Ventures Ltd.,531465,"Film Production, Distribution & Entertainment",9.09,1,2024-03,8.13,17.07,2024-03,0,-0.22,2024-03,0,0,1.51,1,2023-03,1.26,-2.92,-0.71,"531465,"
Perfect-Octave Media Projects Ltd.,521062,TV Broadcasting & Software Production,8.78,1,2024-03,3.2,11.98,2024-03,1.52,0.08,2024-03,38.85,1.78,1.04,1,2023-03,0.41,5.17,4.57,"521062,"
Vision Corporation Ltd.,531668,"Film Production, Distribution & Entertainment",8.15,1,2023-09,0.6,8.67,2023-12,23.01,-1.04,2023-12,0,,0.98,1,2023-03,0.06,0.11,0.19,"531668,"
SDC Techmedia Ltd.,535647,"Film Production, Distribution & Entertainment",7.23,1,2024-03,11.33,18.56,2024-03,10.37,-3,2024-03,0,0,1.5,1,2023-03,2.95,7.1,9.86,"535647,"
52 Weeks Entertainment Ltd.,531925,"Film Production, Distribution & Entertainment",6.07,1,2024-03,3.62,9.69,2024-03,0.28,0.17,2024-03,35.7,,0.39,1,2023-03,0.24,-1.01,-0.82,"531925,"
Navoday Enterprises Ltd.,543305,Advertising & Media,6.07,1,2024-03,,6.07,2024-03,11.41,0.33,2024-03,18.35,,0.72,1,2023-03,0,1.88,2.54,"543305,"
Olympic Cards Ltd.,534190,Printing And Publishing,5.77,1,2024-03,26.61,32.38,2024-03,11.5,-0.89,2024-03,0,,0.99,1,2023-03,5,-47.92,-1.21,"534190,"
Quantum Digital Vision (India) Ltd.,530281,"Film Production, Distribution & Entertainment",5.27,1,2024-03,2.31,7.58,2024-03,0.03,2.86,2024-03,1.84,0.12,-0.69,1,2023-03,-0.46,0,0,"530281,"
Ortel Communications Ltd.,ORTEL,TV Broadcasting & Software Production,5.21,1,2021-03,229.82,230.97,2021-06,60.26,-28.81,2021-06,0,,,1,2021-03,-2.96,0,-13.46,"ORTEL,"
Padmalaya Telefilms Ltd.,532350,TV Broadcasting & Software Production,5.1,1,2024-03,0.2,5.3,2024-03,0.04,-0.21,2024-03,0,0,0.31,1,2023-03,0.01,-0.73,-0.73,"532350,"
Encode Packaging India Ltd,530733,Printing And Publishing,5.06,1,2024-03,0.1,5.17,2024-03,4.62,0.12,2024-03,40.5,,1.51,1,2023-03,0.03,-1.37,-1.81,"530733,"
Purple Entertainment Ltd.,540159,"Film Production, Distribution & Entertainment",4.28,1,2024-03,11.67,8.02,2024-03,0,0.12,2024-03,35.96,101.73,0.44,1,2023-03,1.01,1.76,3.12,"540159,"
Universal Arts Ltd.,532378,"Film Production, Distribution & Entertainment",3.58,2,2024-03,,3.58,2024-03,1.34,0.36,2024-03,9.94,,0.51,2,2023-03,0,-2.89,-2.88,"532378,"
Khyati Multimedia Entertainment Ltd.,531692,"Film Production, Distribution & Entertainment",3.47,1,2024-03,,3.47,2024-03,0.96,0.09,2024-03,38.95,,1.72,1,2023-03,0.38,-7.58,-7.55,"531692,"
Kome-On Communication Ltd.,539910,"Film Production, Distribution & Entertainment",2.84,1,2023-06,,2.82,2023-06,0,-1.29,2023-06,0,,0.22,1,2023-03,0,-9.45,-9.42,"539910,"
ACE EduTrend Ltd.,530093,"Film Production, Distribution & Entertainment",2.81,1,2024-03,,2.81,2024-03,0,-0.1,2024-03,0,0,0.32,1,2023-03,0,-2.27,-1.45,"530093,"
