Sector: Retailing,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Future Lifestyle Fashions Ltd.,FLFL,Retailing,57.51,1,2022-09,1609.67,1613.14,2022-09,2211.38,-2116.65,2022-09,0,,,1,2022-03,-0.99,0,-163.74,"FLFL,"
Nivaka Fashions Ltd.,542206,Retailing,44.36,1,2024-03,0.43,44.79,2024-03,2.26,-0.26,2024-03,0,,4.41,1,2023-03,0.05,0.22,1.33,"542206,"
Olympia Industries Ltd.,521105,Retailing,43.37,1,2024-03,50.34,93.71,2024-03,189.05,0.79,2024-03,55.04,,1.05,1,2023-03,1.04,2.48,6.18,"521105,"
Benchmark Computer Solutions Ltd.,544052,Retailing,41.39,1,2024-03,5.65,47.04,2024-03,34.62,2.21,2024-03,18.71,1.27,1.37,1,2023-03,0.43,17.08,18.89,"544052,"
Grill Splendour Services Ltd.,BIRDYS,Retailing,41.12,1,2024-03,15.49,56.61,2024-03,13.46,-0.24,2024-03,0,,1.84,1,2023-03,1.5,196.66,86.08,"BIRDYS,"
Future Enterprises Ltd.,FEL,Retailing,37.76,1,2023-03,5389.56,5427.32,2023-03,104.53,-677.99,2023-03,0,,-0.09,1,2021-03,2.53,-33.95,-3.69,"FEL,"
Heads UP Ventures Ltd.,HEADSUP,Retailing,26.45,1,2024-03,,26.45,2024-03,0.63,-4.32,2024-03,0,,1.83,1,2023-03,0,-42.04,-40.29,"HEADSUP,"
Shantiguru Industries Ltd.,534708,Retailing,25.73,1,2024-03,0.31,26.03,2024-03,0,-0.1,2024-03,0,,1.84,1,2023-03,0.03,-0.46,-0.44,"534708,"
3C IT Solutions & Telecom (India) Ltd.,544190,Retailing,25.28,1,2024-03,5.2,30.49,2024-03,29.84,0.12,2024-03,203.9,,1.48,1,2023-03,3.27,33.9,25.61,"544190,"
JHS Svendgaard Retail Ventures Ltd.,RETAIL,Retailing,24.47,1,2023-03,0.08,23.51,,,,2023-03,32.64,,3.98,1,2023-03,0.01,15.22,32,"RETAIL,"
Future Enterprises Ltd.-B-DVR,FELDVR,Retailing,23.11,1,,,23.11,2015-03,10341.66,74.06,2015-03,0.31,,,1,-0,,,,"FELDVR,"
Chandni Machines Ltd.,542627,Retailing,19.05,1,2024-03,,16.31,2024-03,165.93,1.73,2024-03,11.01,,2.17,1,2023-03,0,5.07,7.27,"542627,"
White Organic Retail Ltd.,542667,Retailing,17.54,2,2024-03,,17.54,2024-03,0,-27.25,2024-03,0,,1.44,2,2023-03,0,-9.17,-8.03,"542667,"
NB Footwear Ltd.,523242,Footwear,8.94,1,2024-03,,8.94,2024-03,0,-0.19,2024-03,0,,-3.78,1,2023-03,0,0,0,"523242,"
Sabrimala Industries India Ltd.,540132,Retailing,7.75,2,2024-03,,7.75,2024-03,5.58,0.33,2024-03,23.69,37.99,1.2,2,2023-03,0,-4.25,-4.26,"540132,"
eDynamics Solutions Ltd.,535694,Retailing,7.51,1,2023-03,0.89,8.4,2023-03,0.01,-0.02,2023-03,0,,0.21,1,2021-03,0.03,-0.02,-0.02,"535694,"
Mafia Trends Ltd.,543613,Retailing,6.94,1,2024-03,1.72,8.66,2024-03,6.63,0.33,2024-03,20.98,,0.92,1,2023-03,0.27,3.85,8.11,"543613,"
Taaza International Ltd.,537392,Retailing,3.74,1,2023-03,,3.74,2023-06,0,-0.16,2023-06,0,,0.53,1,2022-03,0,-2.72,-3.5,"537392,"
Mayur Leather Products Ltd.,531680,Footwear,3.25,1,2022-03,3.41,6.39,2022-06,8.23,-1.41,2022-06,0,0,,1,2022-03,0.79,-14.92,-1.73,"531680,"
JLA Infraville Shoppers Ltd.,538765,Retailing,2.76,1,2024-03,,2.76,2024-03,0,0.11,2024-03,24.91,1.32,0.35,1,2023-03,0,2.94,3.07,"538765,"
