Sector: Hospitality,
Date: 05-Jul-2024,
Note:- Statement: 1 = Standalone and 2 = Consolidated,
Generated by and for: sangram.dash.mobile@gmail.com,

Stock Name,Symbol,Industry,Market Cap(Rs. Cr.),TTM Statement,Period Ending,Total Debt(Rs. Cr.),Enterprise Value(Rs. Cr.),TTM Ending (Results),Net Sales (Rs. Cr.),Profit After Tax (Rs. Cr.),TTM Ending (Valuation),Price Earning Ratio(TTM),"PEG Ratio ",Price To Book Value(TTM),Statement,Year Ending,Debt Equity Ratio,Return On Equity(%),Return On Capital Employed(%),Symbol with Comma for External Upload
Mahindra Holidays & Resorts India Ltd.,MHRIL,"Hotel, Resort & Restaurants",9136.55,2,2024-03,884.08,9728.7,2024-03,2704.6,116.63,2024-03,79.09,5.71,-21.21,2,2024-03,-2.05,0,84.96,"MHRIL,"
India Tourism Development Corporation Ltd.,ITDC,"Hotel, Resort & Restaurants",7504.82,2,2024-03,0.64,7327.7,2024-03,532.02,70.66,2024-03,106.7,2.78,19.29,2,2023-03,0,18.76,27.27,"ITDC,"
Easy Trip Planners Ltd.,EASEMYTRIP,Travel Services,7423.08,2,2024-03,12.82,7334.35,2024-03,590.58,103.47,2024-03,72,,12.28,2,2023-03,0.22,44.27,51.62,"EASEMYTRIP,"
Le Travenues Technology Ltd.,IXIGO,Travel Services,6630.75,2,2024-03,40.08,6590.94,2024-03,655.87,78.97,2024-03,87.48,,14.82,2,2023-03,0,6.53,6.01,"IXIGO,"
Restaurant Brands Asia Ltd.,RBA,Restaurants,5596.97,2,2024-03,170.2,5733.66,2024-03,2437.06,-236.74,2024-03,0,,8.91,2,2023-03,0.2,-26.32,-12.58,"RBA,"
Wonderla Holidays Ltd.,WONDERLA,Amusement Parks/Recreation/Club,5264.43,1,2024-03,0.31,5140.87,2024-03,483.04,157.96,2024-03,33.33,1.07,4.77,1,2023-03,0,17.02,22.93,"WONDERLA,"
Apeejay Surrendra Park Hotels Ltd.,PARKHOTELS,"Hotel, Resort & Restaurants",4190.67,2,2024-03,32.33,4161.22,2024-03,578.97,68.77,2024-03,60.92,1.18,3.5,2,2023-03,1.02,9.03,11.34,"PARKHOTELS,"
Samhi Hotels Ltd.,SAMHI,"Hotel, Resort & Restaurants",4184.3,2,2024-03,2076.35,6113.22,2024-03,957.39,-234.62,2024-03,0,,4.03,2,2023-03,-3.32,0,9.57,"SAMHI,"
Imagicaaworld Entertainment Ltd.,IMAGICAA,Amusement Parks/Recreation/Club,4129.76,2,2024-03,252.12,4276.14,2024-03,260.02,540.93,2024-03,7.63,0.22,4.06,2,2023-03,3.45,0,33.99,"IMAGICAA,"
Delta Corp Ltd.,DELTACORP,Amusement Parks/Recreation/Club,3606.88,2,2024-03,,3475.61,2024-03,969.94,243.72,2024-03,14.77,1.33,1.43,2,2023-03,0,12.62,16.68,"DELTACORP,"
EIH Associated Hotels Ltd.,EIHAHOTELS,"Hotel, Resort & Restaurants",2867.05,1,2024-03,,2827.31,2024-03,384.79,81.03,2024-03,35.38,3.13,6.19,1,2023-03,0,17.73,23.39,"EIHAHOTELS,"
Oriental Hotels Ltd.,ORIENTHOT,"Hotel, Resort & Restaurants",2476.28,2,2024-03,168.57,2622.31,2024-03,393.16,50.07,2024-03,49.87,0.75,4,2,2024-03,0.27,8.65,11.27,"ORIENTHOT,"
Barbeque-Nation Hospitality Ltd.,BARBEQUE,Restaurants,2258.95,2,2024-03,39.68,2298.63,2024-03,1254.51,-11.18,2024-03,0,0,5.75,2,2023-03,0.05,4.98,23.52,"BARBEQUE,"
Taj GVK Hotels & Resorts Ltd.,TAJGVK,"Hotel, Resort & Restaurants",2080.44,2,2024-03,64.16,2071.39,2024-03,407.99,74.4,2024-03,22.44,0.63,3.8,2,2023-03,0.21,19.24,24.29,"TAJGVK,"
Yatra Online Ltd,YATRA,Travel Services,2014.8,2,2024-03,63.82,1676.48,2024-03,422.32,-4.5,2024-03,0,0,2.7,2,2023-03,0.9,5.64,15.49,"YATRA,"
HLV Ltd.,HLVLTD,"Hotel, Resort & Restaurants",1607.93,1,2024-03,11.6,1505.5,2024-03,199.1,23.8,2024-03,67.56,,4.56,1,2023-03,0.02,1.84,3.11,"HLVLTD,"
Coffee Day Enterprises Ltd.,COFFEEDAY,Restaurants,1162.73,2,2024-03,1158.94,2096.97,2024-03,1013.25,-306.4,2024-03,0,,0.41,2,2023-03,0.5,-11.35,-5.84,"COFFEEDAY,"
Benares Hotels Ltd.,509438,"Hotel, Resort & Restaurants",1151.79,1,2024-03,0,1101.38,2024-03,120.56,36.05,2024-03,31.96,0.97,8.65,1,2024-03,0,30.97,41.64,"509438,"
Royal Orchid Hotels Ltd.,ROHLTD,"Hotel, Resort & Restaurants",989.36,2,2024-03,67.14,1005.45,2024-03,293.61,47.36,2024-03,20.4,0.23,4.75,2,2023-03,0.44,31.49,35.13,"ROHLTD,"
UP Hotels Ltd.,509960,"Hotel, Resort & Restaurants",891.16,1,2024-03,0.36,837.93,2024-03,146.51,31.82,2024-03,28.01,0.56,5.88,1,2023-03,0,21.62,29.35,"509960,"
Speciality Restaurants Ltd.,SPECIALITY,Restaurants,825.36,2,2024-03,,814.24,2024-03,404.7,29.06,2024-03,28.08,0.89,2.69,2,2023-03,0,50.12,36.73,"SPECIALITY,"
Wise Travel India Ltd.,WTICAB,Travel Services,713.4,1,2024-03,27.28,740.68,2024-03,409.91,24.18,2024-03,29.5,,4.77,2,2023-03,0.65,29.79,31.06,"WTICAB,"
Nicco Parks & Resorts Ltd.,526721,Amusement Parks/Recreation/Club,688.9,2,2024-03,,648.53,2024-03,79.34,19.72,2024-03,27.83,1.17,7.36,2,2023-03,0,34.12,49.51,"526721,"
Sayaji Hotels Ltd.,523710,"Hotel, Resort & Restaurants",671.03,2,2024-03,0.4,668.52,2024-03,111.76,18.32,2024-03,46.81,1.77,4.23,2,2024-03,0,7.04,12.4,"523710,"
Advani Hotels & Resorts (India) Ltd.,ADVANIHOTR,"Hotel, Resort & Restaurants",663.62,1,2024-03,0.82,635.38,2024-03,105.42,24.96,2024-03,26.59,0.98,9.13,1,2023-03,0.01,50.82,67.76,"ADVANIHOTR,"
Mac Charles (India) Ltd.,507836,"Hotel, Resort & Restaurants",608.95,2,2024-03,827.44,1098.35,2024-03,11.38,-61.17,2024-03,0,0,3.47,2,2023-03,2.21,19.94,15.04,"507836,"
Kamat Hotels (India) Ltd.,KAMATHOTEL,"Hotel, Resort & Restaurants",595.11,2,2024-03,199.82,760.62,2024-03,304.21,44,2024-03,13.27,0.22,2.89,2,2023-03,2.38,0,88.47,"KAMATHOTEL,"
Sinclairs Hotels Ltd.,SINCLAIR,"Hotel, Resort & Restaurants",592.05,1,2024-03,0,590.9,2024-03,55.88,20.54,2024-03,28.82,1.79,5.71,1,2024-03,0,17.95,23.34,"SINCLAIR,"
International Travel House Ltd.,500213,Travel Services,502.97,1,2024-03,,484.7,2024-03,217.33,22.5,2024-03,22.35,0.69,3.53,1,2023-03,0,25.99,17.25,"500213,"
Country Club Hospitality & Holidays Ltd.,CCHHL,"Hotel, Resort & Restaurants",474.05,2,2024-03,23.75,497.79,2024-03,52.36,-4.86,2024-03,0,0,1.54,2,2023-03,0.35,3.89,6.08,"CCHHL,"
Sayaji Hotels (Indore) Ltd.,544080,"Hotel, Resort & Restaurants",396.21,1,2024-03,20.57,414.2,2024-03,96.1,7.18,2024-03,55.15,,7.61,1,2024-03,0.4,27.61,37.54,"544080,"
Apollo Sindoori Hotels Ltd.,APOLSINHOT,"Hotel, Resort & Restaurants",386.63,2,2024-03,64.21,339.63,2024-03,519.41,11.07,2024-03,34.93,,2.95,2,2023-03,0.87,15.21,18.51,"APOLSINHOT,"
The Byke Hospitality Ltd.,BYKE,"Hotel, Resort & Restaurants",381.37,1,2024-03,10.72,373.36,2024-03,83.86,5.65,2024-03,67.54,,1.93,1,2023-03,0.17,1.45,6.14,"BYKE,"
Robust Hotels Ltd.,RHL,"Hotel, Resort & Restaurants",311.16,1,2024-03,159.2,470.36,2024-03,122.46,4.74,2024-03,65.67,2.06,0.59,1,2023-03,0.22,13.4,2.56,"RHL,"
Asian Hotels (North) Ltd.,ASIANHOTNR,"Hotel, Resort & Restaurants",304.64,1,2024-03,1052.41,1302.87,2024-03,298.09,-87.5,2024-03,0,,-0.94,1,2023-03,-4.48,0,3.79,"ASIANHOTNR,"
Graviss Hospitality Ltd.,509546,"Hotel, Resort & Restaurants",293.36,2,2024-03,2.85,294.1,2024-03,54.14,3.01,2024-03,97.46,1.85,1.6,2,2023-03,0.02,3.53,5.19,"509546,"
Sayaji Hotel (Pune) Ltd.,544090,"Hotel, Resort & Restaurants",249.79,2,2024-03,1.97,249.5,2024-03,70.47,16.58,2024-03,15.07,,3.85,2,2024-03,0.03,25.52,33.46,"544090,"
Asian Hotels (East) Ltd.,AHLEAST,"Hotel, Resort & Restaurants",245.97,2,2024-03,333.58,571.52,2024-03,108.47,31.71,2024-03,7.76,0.22,1.07,2,2023-03,0,5.36,5.66,"AHLEAST,"
Modi Rubber Ltd.,MODIRUBBER,"Hotel, Resort & Restaurants",244.9,2,2024-03,16.98,255.16,2024-03,22.44,-17.12,2024-03,15.77,0.34,0.48,2,2023-03,0.04,5.74,6.47,"MODIRUBBER,"
GIR Natureview Resorts Ltd.,GIRRESORTS,"Hotel, Resort & Restaurants",202.29,1,2024-03,1.9,204.19,2024-03,6.19,0.03,2019-03,0,,10.59,1,2014-03,0,1.59,2.3,"GIRRESORTS,"
Phoenix Township Ltd.,537839,"Hotel, Resort & Restaurants",200.74,1,2024-03,9.17,208.79,2024-03,29.54,196.58,2024-03,1.02,0.64,0.94,1,2023-03,0.63,4.16,6.75,"537839,"
CHL Ltd.,532992,"Hotel, Resort & Restaurants",176.79,2,2024-03,248.74,402.5,2024-03,125.84,9.52,2024-03,18.58,1.78,-1.58,2,2023-03,-2.21,0,11.96,"532992,"
Savera Industries Ltd.,512634,"Hotel, Resort & Restaurants",149.76,1,2024-03,2.41,126.27,2024-03,72.15,10.31,2024-03,14.53,1.47,1.92,1,2023-03,0.03,19.43,23.82,"512634,"
Transcorp International Ltd.,532410,Travel Services,116.6,2,2024-03,20.02,102.43,2024-03,2142.62,-1.46,2024-03,0,0,2.05,2,2024-03,0.35,0.11,6.03,"532410,"
Emerald Leisures Ltd.,507265,"Hotel, Resort & Restaurants",113.99,1,2024-03,120.59,234.18,2024-03,15.74,-9.66,2024-03,0,0,-1.08,1,2023-03,-1.19,0,18.44,"507265,"
Royale Manor Hotels & Industries Ltd.,526640,"Hotel, Resort & Restaurants",87.24,1,2024-03,8.6,95.84,2024-03,23.42,4.22,2024-03,20.69,2.41,1.56,1,2023-03,0.18,7.72,10.04,"526640,"
Growington Ventures India Ltd.,539222,Travel Services,80.76,1,2024-03,,80.76,2024-03,30.34,1.76,2024-03,46.02,0.92,4.32,1,2023-03,0,10.75,14.38,"539222,"
Jindal Hotels Ltd.,507981,"Hotel, Resort & Restaurants",80.19,1,2024-03,53.73,133.62,2024-03,43.17,2.4,2024-03,33.4,1.89,3.77,1,2023-03,3.15,11.6,8.61,"507981,"
Gujarat Hotels Ltd.,507960,"Hotel, Resort & Restaurants",79.78,1,2024-03,,79.12,2024-03,3.44,4.72,2024-03,16.9,3.55,1.81,1,2023-03,0,11.07,13.45,"507960,"
Vidli Restaurants Ltd.,539659,Restaurants,77.06,2,2024-03,19.84,91.71,2024-03,29.3,1.72,2024-03,49.4,,3.64,2,2023-03,0.11,15.61,19.54,"539659,"
West Leisure Resorts Ltd.,538382,"Hotel, Resort & Restaurants",71.74,1,2024-03,,71.74,2024-03,0.48,-0.25,2024-03,0,,3.61,1,2023-03,0,0.39,0.27,"538382,"
TGB Banquets And Hotels Ltd.,TGBHOTELS,"Hotel, Resort & Restaurants",49.93,1,2024-03,5.07,55.01,2024-03,36.06,-3.56,2024-03,0,0,0.67,1,2023-03,0.12,1.77,3.86,"TGBHOTELS,"
Sri Havisha Hospitality and Infrastructure Ltd.,HAVISHA,"Hotel, Resort & Restaurants",38.84,1,2024-03,3.98,41.16,2024-03,14.4,-4.15,2024-03,0,0,-11.5,1,2023-03,0.07,5.01,7,"HAVISHA,"
Aruna Hotels Ltd.,500016,"Hotel, Resort & Restaurants",36.58,1,2024-03,114.72,151.3,2024-03,17.32,-4.5,2024-03,0,0,-0.63,1,2023-03,-2.34,0,1.06,"500016,"
Mega Corporation Ltd.,531417,Travel Services,33.6,1,2024-03,29.14,60.32,2024-03,3.83,0.26,2024-03,129.53,7.39,1.37,1,2024-03,1.19,1.07,6.41,"531417,"
Best Eastern Hotels Ltd.,508664,"Hotel, Resort & Restaurants",31.76,1,2024-03,2.4,34.16,2024-03,6.21,0.14,2024-03,226.87,12.46,13.72,1,2023-03,0.9,23.53,14.11,"508664,"
Yaan Enterprises Ltd.,538521,Travel Services,30.01,1,2024-03,0.58,29.01,2024-03,4.98,0.49,2024-03,61.25,,7.3,1,2023-03,0.05,1.76,2.1,"538521,"
Pecos Hotels and Pubs Ltd.,539273,Restaurants,29.29,1,2024-03,,29.29,2024-03,9.96,1.16,2024-03,25.21,0.52,6.13,1,2023-03,0,27.7,32.38,"539273,"
HS India Ltd.,532145,"Hotel, Resort & Restaurants",29.21,1,2024-03,19.19,48.4,2024-03,25.59,1.33,2024-03,21.93,,0.95,1,2023-03,0.71,3.6,6.32,"532145,"
Roopshri Resorts Ltd.,542599,"Hotel, Resort & Restaurants",28.27,1,2024-03,0.06,28.32,2024-03,1.66,0.45,2023-03,861.88,8.53,1.93,1,2023-03,0.01,0.38,0.52,"542599,"
Ajwa Fun World & Resort Ltd.,526628,"Hotel, Resort & Restaurants",24.53,1,2024-03,5.42,29.95,2024-03,2.59,0.14,2024-03,229.26,6.14,-11.37,1,2023-03,-1.74,0,17.02,"526628,"
Reliable Ventures India Ltd.,532124,"Hotel, Resort & Restaurants",23.5,1,2024-03,0.65,23.29,2024-03,2.39,-1.74,2024-03,0,,0.73,1,2023-03,0.03,-3.57,-2.67,"532124,"
Howard Hotels Ltd.,526761,"Hotel, Resort & Restaurants",22.72,1,2024-03,5.06,27.78,2024-03,13.15,0.95,2024-03,23.92,0.34,1.97,1,2023-03,0.26,7.66,10.81,"526761,"
Velan Hotels Ltd.,526755,"Hotel, Resort & Restaurants",20.97,1,2024-03,49.93,70.9,2024-03,0,-1.09,2024-03,0,,-80.39,1,2023-03,62.37,-184.11,-27.83,"526755,"
Polo Hotels Ltd.,526687,"Hotel, Resort & Restaurants",19.29,1,2023-09,74.74,94.03,2023-12,0.04,-0.74,2023-12,0,,0.31,1,2023-03,1.24,-1.4,-0.6,"526687,"
Cindrella Hotels Ltd.,526373,"Hotel, Resort & Restaurants",17.78,1,2024-03,1.53,19.32,2024-03,8.12,0.66,2024-03,27.11,0.48,1.5,1,2023-03,0,25.73,31.23,"526373,"
Ras Resorts & Apart Hotels Ltd.,507966,"Hotel, Resort & Restaurants",15.72,1,2024-03,3.92,19.64,2024-03,13.29,0.19,2024-03,86.37,,3.58,1,2023-03,0.67,-0.11,6.67,"507966,"
Lords Ishwar Hotels Ltd.,530065,"Hotel, Resort & Restaurants",13.81,1,2024-03,2.83,16.64,2024-03,7.7,0.56,2024-03,28.13,1.36,2.38,1,2023-03,0.61,2.27,2.9,"530065,"
Dhanada Corporation Ltd.,531198,"Hotel, Resort & Restaurants",12.86,1,2022-09,37.15,46.97,2022-09,7.86,-5.22,2022-09,0,,-3.42,1,2022-03,-27.52,-330.91,-4.35,"531198,"
MAC Hotels Ltd.,541973,"Hotel, Resort & Restaurants",11.55,1,2024-03,1.73,13.28,2024-03,5.86,0.31,2024-03,36.78,,-144.9,1,2023-03,-31.74,0,17.8,"541973,"
Sailani Tours N Travels Ltd.,543541,Travel Services,11.48,1,2024-03,0.74,12.05,2024-03,23.46,0.3,2024-03,38.52,,1.58,1,2023-03,0.1,10.25,10.23,"543541,"
Univa Foods Ltd.,UNIVAFOODS,"Hotel, Resort & Restaurants",8.87,1,2024-03,0.51,9.38,2024-03,0.03,-0.71,2024-03,0,,-16.2,1,2023-03,1.72,-92.79,-63.44,"UNIVAFOODS,"
Ashram Online.Com Ltd.,526187,"Hotel, Resort & Restaurants",8.52,1,2024-03,0.32,8.84,2024-03,0.36,-0.01,2024-03,0,,0.66,1,2023-03,0,-2.05,-2,"526187,"
Blue Coast Hotels Ltd.,BLUECOAST,"Hotel, Resort & Restaurants",8.48,2,2024-03,41.5,48.86,2024-03,0,-7.32,2024-03,0,,-0.07,2,2023-03,-0.35,0,0,"BLUECOAST,"
Silver Pearl Hospitality & Luxury Spaces Ltd.,543536,"Hotel, Resort & Restaurants",7.46,1,2024-03,,6.2,2024-03,1.12,0.1,2024-03,71.73,,0.55,1,2023-03,0,-0.31,-0.39,"543536,"
Viceroy Hotels Ltd.,VHLTD,"Hotel, Resort & Restaurants",7.3,2,2024-03,168.39,175.7,2024-03,133.54,-2.59,2024-03,3.06,0.21,2.09,2,2023-03,-1.36,0,0.85,"VHLTD,"
Mahasagar Travels Ltd.,526795,Travel Services,6.24,1,2024-03,4.57,9.66,2024-03,44.12,0.34,2024-03,18.51,0.98,-27.61,1,2024-03,-20.23,0,19.19,"526795,"
Woodsvilla Ltd.,526959,"Hotel, Resort & Restaurants",5.64,1,2024-03,,5.64,2024-03,0.7,0.14,2023-12,0,,1.3,1,2023-03,0.01,-2.72,0.58,"526959,"
Autoriders International Ltd.,512277,Travel Services,3.71,1,2024-03,16.75,16.17,2024-03,83.41,9.44,2023-12,0.46,0,0.12,1,2023-03,1.36,34.3,27.75,"512277,"
Hanman Fit Ltd.,538731,Amusement Parks/Recreation/Club,3.66,1,2024-03,0.7,4.37,2024-03,0.2,0.66,2024-03,5.51,0.49,2.01,1,2023-03,0.55,-7.63,-4.79,"538731,"
